locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,GeoLocation
1163405,Julie's Hot Dogs,Truck,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2365 MISSION ST,3595024,3595,24,17MFF-0190,EXPIRED,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,6007087.513,2104603.286,37.75924029,-122.4185442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0190&ExportPDF=1&Filename=17MFF-0190_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7592402851502, -122.418544171117)",0xE6100000010C4E4321C92EE1424041B87D6DC99A5EC0
1163783,"SOHOMEI, LLC",Truck,10477000,PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,646005,646,5,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006569.835,2115753.493,37.78982692,-122.4211263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7898269187633, -122.421126289056)",0xE6100000010C5FCB680C19E54240CFBEADBBF39A5EC0
1163784,"SOHOMEI, LLC",Truck,13064000,VALENCIA ST: 18TH ST to 19TH ST (700 - 799),740 VALENCIA ST,3588006,3588,6,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006152.35,2105247.76,37.76095717,-122.4218242,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7609571682785, -122.421824199358)",0xE6100000010CDBB4630B67E14240DB39ED2AFF9A5EC0
1163785,"SOHOMEI, LLC",Truck,5073000,EDDY ST: STEINER ST to PIERCE ST (1600 - 1699),1652 EDDY ST,0730 044,730,44,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6002540.818,2112839.086,37.78159675,-122.4348578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7815967457602, -122.43485778844)",0xE6100000010C9CD9B65C0BE44240AFF0C2B5D49B5EC0
1163786,"SOHOMEI, LLC",Truck,144000,02ND ST: FEDERAL ST to SOUTH PARK (519 - 548),544 02ND ST,3775005,3775,5,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6014572.797,2112894.093,37.78242356,-122.3932364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7824235632947, -122.393236399398)",0xE6100000010C3AFC8F7426E44240B8C000C92A995EC0
1163787,"SOHOMEI, LLC",Truck,8848000,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),500 MASONIC AVE,1175018,1175,18,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5999194.358,2111070.48,37.77655004,-122.4463076,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7765500428191, -122.446307635558)",0xE6100000010CC7CEE6FD65E342404FABE64D909C5EC0
1163788,"SOHOMEI, LLC",Truck,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),690 MISSION ST,3707024,3707,24,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1163789,"SOHOMEI, LLC",Truck,131000,02ND ST: JESSIE ST to MISSION ST (69 - 99),85 02ND ST,3708019,3708,19,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6012696.635,2115129.488,37.78845703,-122.3998842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7884570288289, -122.399884160566)",0xE6100000010C8C8FF028ECE4424071F4BBB397995EC0
1163790,"SOHOMEI, LLC",Truck,12678000,TREAT AVE: DIVISION ST \ FLORIDA ST to ALAMEDA ST (1 - 99),Assessors Block 3902/Lot002,3902002,3902,2,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6009046.271,2107865.259,37.76830699,-122.4120003,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7683069928, -122.412000336092)",0xE6100000010C9BAE2FE257E24240325DA8365E9A5EC0
1163791,"SOHOMEI, LLC",Truck,4083000,CLAY ST: BATTERY ST to SANSOME ST (400 - 499),432 CLAY ST,206006,206,6,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6012459.069,2117555.691,37.79510556,-122.4008766,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7951055609814, -122.400876633726)",0xE6100000010C34A4DE04C6E542405CE577F6A7995EC0
1163792,"SOHOMEI, LLC",Truck,12583000,THOMAS MORE WAY: BROTHERHOOD WAY \ CHUMASERO DR to SAN FRANCISCO GOLF CLUB RD (1 - 99),1 THOMAS MORE WAY,7380027,7380,27,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5991430.027,2086996.775,37.71000333,-122.4714119,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7100033342894, -122.471411913129)",0xE6100000010C7669A663E1DA42405E75DF9C2B9E5EC0
1163793,"SOHOMEI, LLC",Truck,2488201,CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --,3300 CESAR CHAVEZ ST,6571011,6571,11,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6007693.813,2100697.425,37.74854979,-122.4161707,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7485497942591, -122.416170662008)",0xE6100000010C9BE2CA7AD0DF424042B8458AA29A5EC0
1163794,"SOHOMEI, LLC",Truck,9101000,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1118 MISSION ST,3702032,3702,32,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6009238.199,2111812.954,37.77915721,-122.4116154,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7791572053411, -122.411615430519)",0xE6100000010CFFB05D6CBBE34240EB263FE8579A5EC0
1163795,"SOHOMEI, LLC",Truck,9058000,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1240 MINNESOTA ST,4228015,4228,15,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6015191.235,2102753.826,37.75461495,-122.3903881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7546149514892, -122.39038813202)",0xE6100000010C00DC043997E042406FF1801EFC985EC0
1163796,"SOHOMEI, LLC",Truck,4614000,DAVIDSON AVE: QUINT ST to RANKIN ST (1500 - 1599),1580 DAVIDSON AVE,5216029,5216,29,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6015031.248,2099507.747,37.74569303,-122.3907146,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7456930261204, -122.390714584821)",0xE6100000010C6D057CDE72DF424017F8BE7701995EC0
1163797,"SOHOMEI, LLC",Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7447521916164, -122.385679248721)",0xE6100000010CF24E310A54DF42402A0004F8AE985EC0
1163798,"SOHOMEI, LLC",Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),501 HOWARD ST,3736001,3736,1,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1163799,"SOHOMEI, LLC",Truck,8848000,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),599 MASONIC AVE,1108 012,1108,12,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5998797.752,2112598.579,37.78072315,-122.4477896,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7807231475444, -122.447789640478)",0xE6100000010C79F770BCEEE34240CD55E195A89C5EC0
1163800,"SOHOMEI, LLC",Truck,1177000,22ND ST: SAN BRUNO AVE to UTAH ST (2400 - 2449),2401 22ND ST,4154001,4154,1,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6010945.915,2103212.154,37.75563701,-122.4051019,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7556370098323, -122.405101930379)",0xE6100000010C4070AAB6B8E042408EA1A530ED995EC0
1163801,"SOHOMEI, LLC",Truck,5178000,ELLIS ST: LARKIN ST to POLK ST (700 - 799),730 ELLIS ST,717006,717,6,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6007315.572,2113769.269,37.78442074,-122.4184054,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,NULL,NULL,00:00.0,1,00:00.0,"(37.7844207368995, -122.418405351782)",0xE6100000010CCFA411E667E4424001983D27C79A5EC0
1163957,Los 2 Cuates,Truck,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,18MFF-0029,EXPIRED,Peruvian & Asian Food,6012002.812,2116560.078,37.79234639,-122.4023853,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0029&ExportPDF=1&Filename=18MFF-0029_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.792346385148, -122.402385322794)",0xE6100000010C41A8399B6BE542409A725EAEC0995EC0
1171819,Faith Sandwich,Push Cart,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,5,18MFF-0032,APPROVED,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,6013902.41,2116435.193,37.79210934,-122.3958039,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0032&ExportPDF=1&Filename=18MFF-0032_schedule.pdf,10/12/2018 0:00,00:00.0,00:00.0,0,00:00.0,"(37.792109338609, -122.395803865502)",0xE6100000010C4717BCD663E54240897DBCD954995EC0
1174517,CC Acquisition LLC,Push Cart,8739201,MARKET ST: MAIN ST to BEALE ST \ DAVIS ST \ PINE ST (214 - 298) -- NORTH --,298 MARKET ST,264004,264,4,18MFF-0033,REQUESTED,Indian Chai (Tea),6013552.57,2116844.5,37.79321373,-122.397043,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0033&ExportPDF=1&Filename=18MFF-0033_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(37.7932137316634, -122.397043036718)",0xE6100000010CC01D0E0788E54240BC73322769995EC0
1174530,CC Acquisition LLC,Push Cart,13060000,VALENCIA ST: 16TH ST to 17TH ST (500 - 599),560 VALENCIA ST,3568009,3568,9,18MFF-0034,REQUESTED,Chai Tea,6006099.355,2106305.353,37.76385808,-122.4220826,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0034&ExportPDF=1&Filename=18MFF-0034_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(37.7638580813603, -122.422082620993)",0xE6100000010C281D031AC6E14240FE57D366039B5EC0
1174531,CC Acquisition LLC,Push Cart,8742101,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,525 MARKET ST,3708056,3708,56,18MFF-0034,REQUESTED,Chai Tea,6012886.778,2115835.7,37.79040672,-122.3992759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0034&ExportPDF=1&Filename=18MFF-0034_schedule.pdf,NULL,NULL,00:00.0,0,00:00.0,"(37.7904067199405, -122.399275886086)",0xE6100000010C6F57220C2CE54240883472BC8D995EC0
1181498,John's Catering #5,Truck,6711000,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,3765022,3765,22,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6014905.836,2114212.652,37.78606252,-122.3921765,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7860625210972, -122.392176463949)",0xE6100000010CA55C5AB29DE4424000BB4F6B19995EC0
1181499,John's Catering #5,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6012851.27,2115274.827,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.788864715343, -122.399359351363)",0xE6100000010CEBAEDC84F9E442402D5D861A8F995EC0
1181500,John's Catering #5,Truck,10460000,PINE ST: MONTGOMERY ST to BELDEN ST (400 - 489),555 CALIFORNIA ST,259026,259,26,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6011684.218,2116535.691,37.79226163,-122.403486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7922616341775, -122.403485955391)",0xE6100000010C7D5548D468E542402EB3C1B6D2995EC0
1181501,John's Catering #5,Truck,8731000,MARIPOSA ST: HAMPSHIRE ST to YORK ST (2500 - 2599),2500 MARIPOSA ST,3971001,3971,1,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6009782.745,2106182.281,37.76372721,-122.4093341,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7637272136329, -122.40933414879)",0xE6100000010C2BCF36D0C1E14240198CDB87329A5EC0
1181502,John's Catering #5,Truck,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),610 BRANNAN ST,3778047,3778,47,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6012704.159,2110820.848,37.77662692,-122.3995555,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7766269199223, -122.399555503787)",0xE6100000010C3721CB8268E34240ED6C3F5192995EC0
1181503,John's Catering #5,Truck,186201,03RD ST: 16TH ST to MARIPOSA ST (1800 - 1998) -- WEST --,1900 03RD ST,3992003,3992,3,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6015473.195,2106569.082,37.76510646,-122.3896795,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7651064631908, -122.38967948729)",0xE6100000010C6DAE3202EFE1424049753B82F0985EC0
1181504,John's Catering #5,Truck,6745000,HARRISON ST: 16TH ST \ TREAT AVE to 17TH ST (2000 - 2099),2010 HARRISON ST,3767079,3767,79,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6015409.638,2114757.862,37.7875875,-122.3904715,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7875875047281, -122.390471540332)",0xE6100000010CD1C5D7AACFE44240A9EF577CFD985EC0
1181505,John's Catering #5,Truck,10955000,REDWOOD ST: POLK ST to VAN NESS AVE (100 - 199),180 REDWOOD ST,766013,766,13,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6006844.538,2112471.764,37.78083158,-122.4199429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7808315769119, -122.419942864682)",0xE6100000010CA742034AF2E34240DB7F0958E09A5EC0
